[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 12900 13000 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            11500 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   9.6500E-02   9.7500E-02   1.6322E-07  0.1068
   9.7500E-02   9.8500E-02   2.0535E-07  0.1177
   9.8500E-02   9.9500E-02   1.7852E-07  0.1102
   9.9500E-02   1.0050E-01   1.7145E-07  0.1268
   1.0050E-01   1.0150E-01   1.7209E-07  0.1394
   1.0150E-01   1.0250E-01   1.7193E-07  0.1038
   1.0250E-01   1.0350E-01   1.5441E-07  0.1067
   1.0350E-01   1.0450E-01   1.6752E-07  0.1234
   1.0450E-01   1.0550E-01   1.5359E-07  0.1429
   1.0550E-01   1.0650E-01   1.5859E-07  0.1247
   1.0650E-01   1.0750E-01   1.5039E-07  0.1129
   1.0750E-01   1.0850E-01   1.7070E-07  0.1325
   1.0850E-01   1.0950E-01   1.6572E-07  0.1091
   1.0950E-01   1.1050E-01   1.4466E-07  0.1115
   1.1050E-01   1.1150E-01   1.3634E-07  0.1599
   1.1150E-01   1.1250E-01   1.4962E-07  0.1030
   1.1250E-01   1.1350E-01   1.5685E-07  0.1474
   1.1350E-01   1.1450E-01   1.6430E-07  0.1064
   1.1450E-01   1.1550E-01   1.6161E-07  0.1062
   1.1550E-01   1.1650E-01   1.4518E-07  0.1090
   1.1650E-01   1.1750E-01   1.4010E-07  0.1280
   1.1750E-01   1.1850E-01   1.3585E-07  0.1443
   1.1850E-01   1.1950E-01   1.5828E-07  0.1074
   1.1950E-01   1.2050E-01   1.5871E-07  0.1013
   1.2050E-01   1.2150E-01   1.7429E-07  0.1054
   1.2150E-01   1.2250E-01   1.4845E-07  0.1116
   1.2250E-01   1.2350E-01   1.6533E-07  0.1313
   1.2350E-01   1.2450E-01   1.8025E-07  0.1677
   1.2450E-01   1.2550E-01   1.7307E-07  0.1047
   1.2550E-01   1.2650E-01   2.3506E-07  0.1508
   1.2650E-01   1.2750E-01   1.6534E-07  0.1284
   1.2750E-01   1.2850E-01   1.5896E-07  0.1506
   1.2850E-01   1.2950E-01   1.6062E-07  0.1433
   1.2950E-01   1.3050E-01   1.6313E-07  0.1461
   1.3050E-01   1.3150E-01   1.7138E-07  0.1247
   1.3150E-01   1.3250E-01   1.5947E-07  0.1216
   1.3250E-01   1.3350E-01   1.5965E-07  0.1342
   1.3350E-01   1.3450E-01   1.3023E-07  0.1230
   1.3450E-01   1.3550E-01   1.5455E-07  0.1146
   1.3550E-01   1.3650E-01   1.7887E-07  0.1434
   1.3650E-01   1.3750E-01   1.6305E-07  0.1354
   1.3750E-01   1.3850E-01   1.7733E-07  0.1240
   1.3850E-01   1.3950E-01   1.4755E-07  0.1112
   1.3950E-01   1.4050E-01   1.5555E-07  0.1127
   1.4050E-01   1.4150E-01   1.5630E-07  0.1272
   1.4150E-01   1.4250E-01   1.6349E-07  0.1143
   1.4250E-01   1.4350E-01   1.6940E-07  0.2278
   1.4350E-01   1.4450E-01   1.4351E-07  0.1057
   1.4450E-01   1.4550E-01   1.3037E-07  0.1115
   1.4550E-01   1.4650E-01   1.5284E-07  0.1345
   1.4650E-01   1.4750E-01   1.5914E-07  0.1246
   1.4750E-01   1.4850E-01   1.1458E-07  0.1157
   1.4850E-01   1.4950E-01   1.4725E-07  0.1118
   1.4950E-01   1.5050E-01   1.0374E-07  0.1421
   1.5050E-01   1.5150E-01   1.5708E-07  0.2296
   1.5150E-01   1.5250E-01   1.5854E-07  0.1606
   1.5250E-01   1.5350E-01   1.7596E-07  0.1354
   1.5350E-01   1.5450E-01   1.6978E-07  0.2161
   1.5450E-01   1.5550E-01   1.2826E-07  0.1121
   1.5550E-01   1.5650E-01   1.4923E-07  0.1060
   1.5650E-01   1.5750E-01   1.4548E-07  0.1273
   1.5750E-01   1.5850E-01   1.4598E-07  0.1241
   1.5850E-01   1.5950E-01   1.2122E-07  0.1421
   1.5950E-01   1.6050E-01   1.2066E-07  0.1584
   1.6050E-01   1.6150E-01   1.3155E-07  0.1117
   1.6150E-01   1.6250E-01   1.1029E-07  0.1125
   1.6250E-01   1.6350E-01   1.4709E-07  0.1475
   1.6350E-01   1.6450E-01   1.6552E-07  0.3548
   1.6450E-01   1.6550E-01   1.1348E-07  0.1218
   1.6550E-01   1.6650E-01   1.2393E-07  0.1455
   1.6650E-01   1.6750E-01   1.4589E-07  0.1306
   1.6750E-01   1.6850E-01   1.4114E-07  0.1415
   1.6850E-01   1.6950E-01   1.0835E-07  0.1335
   1.6950E-01   1.7050E-01   1.2400E-07  0.1196
   1.7050E-01   1.7150E-01   1.1570E-07  0.1279
   1.7150E-01   1.7250E-01   1.2713E-07  0.1183
   1.7250E-01   1.7350E-01   1.2027E-07  0.1163
   1.7350E-01   1.7450E-01   1.3118E-07  0.1337
   1.7450E-01   1.7550E-01   1.3964E-07  0.1426
   1.7550E-01   1.7650E-01   1.0444E-07  0.1271
   1.7650E-01   1.7750E-01   1.0791E-07  0.2020
   1.7750E-01   1.7850E-01   1.0488E-07  0.1134
   1.7850E-01   1.7950E-01   1.3407E-07  0.2701
   1.7950E-01   1.8050E-01   9.2925E-08  0.1450
   1.8050E-01   1.8150E-01   1.1165E-07  0.1239
   1.8150E-01   1.8250E-01   1.0122E-07  0.1355
   1.8250E-01   1.8350E-01   9.6975E-08  0.1185
   1.8350E-01   1.8450E-01   1.2615E-07  0.1585
   1.8450E-01   1.8550E-01   1.1094E-07  0.1459
   1.8550E-01   1.8650E-01   1.0680E-07  0.1502
   1.8650E-01   1.8750E-01   1.2031E-07  0.1508
   1.8750E-01   1.8850E-01   1.3215E-07  0.1205
   1.8850E-01   1.8950E-01   9.8004E-08  0.1260
   1.8950E-01   1.9050E-01   1.0499E-07  0.1353
   1.9050E-01   1.9150E-01   9.1026E-08  0.1373
   1.9150E-01   1.9250E-01   1.2851E-07  0.1729
   1.9250E-01   1.9350E-01   8.7348E-08  0.1242
   1.9350E-01   1.9450E-01   1.0533E-07  0.1451
   1.9450E-01   1.9550E-01   1.1024E-07  0.1552
   1.9550E-01   1.9650E-01   1.2651E-07  0.1643
   1.9650E-01   1.9750E-01   9.3422E-08  0.1443
   1.9750E-01   1.9850E-01   9.6104E-08  0.1212
   1.9850E-01   1.9950E-01   1.2011E-07  0.1299
   1.9950E-01   2.0050E-01   1.2400E-07  0.1512
   2.0050E-01   2.0750E-01   9.6643E-07  0.0496
   2.0750E-01   2.1250E-01   7.3786E-07  0.0567
   2.1250E-01   2.1750E-01   7.1515E-07  0.0837
   2.1750E-01   2.2250E-01   6.7476E-07  0.0734
   2.2250E-01   2.2750E-01   6.2012E-07  0.0569
   2.2750E-01   2.3250E-01   6.1032E-07  0.0580
   2.3250E-01   2.3750E-01   5.5794E-07  0.0600
   2.3750E-01   2.4250E-01   5.9264E-07  0.0668
   2.4250E-01   2.4750E-01   6.3594E-07  0.0719
   2.4750E-01   2.5250E-01   5.0917E-07  0.0767
   2.5250E-01   2.5750E-01   5.7999E-07  0.0752
   2.5750E-01   2.6250E-01   5.6822E-07  0.0681
   2.6250E-01   2.6750E-01   4.5075E-07  0.0650
   2.6750E-01   2.7250E-01   4.8894E-07  0.0707
   2.7250E-01   2.7750E-01   4.8226E-07  0.0691
   2.7750E-01   2.8250E-01   4.7951E-07  0.0717
   2.8250E-01   2.8750E-01   5.1594E-07  0.0996
   2.8750E-01   2.9250E-01   4.5329E-07  0.0662
   2.9250E-01   2.9750E-01   4.0809E-07  0.0919
   2.9750E-01   3.0250E-01   3.6683E-07  0.0811
   3.0250E-01   3.0750E-01   4.9001E-07  0.0898
   3.0750E-01   3.1250E-01   4.4858E-07  0.0788
   3.1250E-01   3.1750E-01   3.5203E-07  0.0807
   3.1750E-01   3.2250E-01   4.2011E-07  0.1370
   3.2250E-01   3.2750E-01   3.5375E-07  0.0823
   3.2750E-01   3.3250E-01   3.7068E-07  0.0923
   3.3250E-01   3.3750E-01   3.5125E-07  0.0925
   3.3750E-01   3.4250E-01   3.8167E-07  0.1187
   3.4250E-01   3.4750E-01   3.2110E-07  0.0961
   3.4750E-01   3.5250E-01   3.3070E-07  0.0856
   3.5250E-01   3.5750E-01   3.3936E-07  0.0906
   3.5750E-01   3.6250E-01   2.9612E-07  0.0878
   3.6250E-01   3.6750E-01   2.9711E-07  0.0905
   3.6750E-01   3.7250E-01   2.6995E-07  0.1045
   3.7250E-01   3.7750E-01   2.7182E-07  0.0824
   3.7750E-01   3.8250E-01   2.3032E-07  0.0936
   3.8250E-01   3.8750E-01   2.3457E-07  0.0915
   3.8750E-01   3.9250E-01   2.0240E-07  0.1083
   3.9250E-01   3.9750E-01   2.5344E-07  0.0921
   3.9750E-01   4.0250E-01   2.5642E-07  0.1177
   4.0250E-01   4.1500E-01   5.9231E-07  0.0789
   4.1500E-01   4.2500E-01   4.4240E-07  0.0739
   4.2500E-01   4.3500E-01   4.0326E-07  0.0680
   4.3500E-01   4.4500E-01   3.8180E-07  0.0692
   4.4500E-01   4.5500E-01   3.7443E-07  0.1092
   4.5500E-01   4.6500E-01   3.4516E-07  0.0750
   4.6500E-01   4.7500E-01   3.7853E-07  0.0811
   4.7500E-01   4.8500E-01   3.9376E-07  0.0872
   4.8500E-01   4.9500E-01   2.7503E-07  0.0839
   4.9500E-01   5.0500E-01   3.5564E-07  0.0839
   5.0500E-01   5.1500E-01   3.3010E-07  0.0921
   5.1500E-01   5.2500E-01   2.7678E-07  0.1073
   5.2500E-01   5.3500E-01   2.9581E-07  0.1090
   5.3500E-01   5.4500E-01   2.9109E-07  0.0804
   5.4500E-01   5.5500E-01   3.0460E-07  0.0948
   5.5500E-01   5.6500E-01   2.4920E-07  0.0829
   5.6500E-01   5.7500E-01   2.4577E-07  0.1035
   5.7500E-01   5.8500E-01   2.4910E-07  0.1005
   5.8500E-01   5.9500E-01   2.3873E-07  0.0958
   5.9500E-01   6.0500E-01   2.0861E-07  0.1015
   6.0500E-01   6.1500E-01   3.1919E-07  0.1530
   6.1500E-01   6.2500E-01   2.4696E-07  0.0937
   6.2500E-01   6.3500E-01   2.5428E-07  0.0971
   6.3500E-01   6.4500E-01   2.3376E-07  0.1033
   6.4500E-01   6.5500E-01   2.1234E-07  0.0964
   6.5500E-01   6.6500E-01   2.0193E-07  0.0997
   6.6500E-01   6.7500E-01   2.5222E-07  0.0941
   6.7500E-01   6.8500E-01   2.3784E-07  0.1305
   6.8500E-01   6.9500E-01   2.1009E-07  0.0981
   6.9500E-01   7.0500E-01   2.2100E-07  0.1087
   7.0500E-01   7.1500E-01   2.6190E-07  0.0956
   7.1500E-01   7.2500E-01   2.1175E-07  0.1016
   7.2500E-01   7.3500E-01   2.6111E-07  0.1050
   7.3500E-01   7.4500E-01   2.0338E-07  0.1103
   7.4500E-01   7.5500E-01   2.6549E-07  0.1131
   7.5500E-01   7.6500E-01   1.8342E-07  0.1127
   7.6500E-01   7.7500E-01   2.0069E-07  0.1025
   7.7500E-01   7.8500E-01   2.1170E-07  0.1079
   7.8500E-01   7.9500E-01   2.2500E-07  0.0918
   7.9500E-01   8.0500E-01   2.2768E-07  0.0873
   8.0500E-01   8.1500E-01   1.9374E-07  0.1433
   8.1500E-01   8.2500E-01   2.2513E-07  0.0913
   8.2500E-01   8.3500E-01   2.4152E-07  0.1072
   8.3500E-01   8.4500E-01   1.7012E-07  0.0947
   8.4500E-01   8.5500E-01   2.0878E-07  0.0922
   8.5500E-01   8.6500E-01   1.9904E-07  0.0998
   8.6500E-01   8.7500E-01   2.2926E-07  0.1245
   8.7500E-01   8.8500E-01   2.1715E-07  0.0994
   8.8500E-01   8.9500E-01   2.3655E-07  0.1026
   8.9500E-01   9.0500E-01   1.8003E-07  0.1054
   9.0500E-01   9.1500E-01   1.6085E-07  0.1086
   9.1500E-01   9.2500E-01   1.9161E-07  0.0906
   9.2500E-01   9.3500E-01   2.1293E-07  0.1045
   9.3500E-01   9.4500E-01   2.1289E-07  0.1096
   9.4500E-01   9.5500E-01   2.2660E-07  0.1002
   9.5500E-01   9.6500E-01   2.2431E-07  0.1082
   9.6500E-01   9.7500E-01   1.8133E-07  0.1013
   9.7500E-01   9.8500E-01   2.1569E-07  0.1250
   9.8500E-01   9.9500E-01   1.8563E-07  0.0957
   9.9500E-01   1.0050E+00   5.3890E-05  0.0073
   1.0050E+00   1.0750E+00   0.0000E+00  0.0000
   1.0750E+00   1.1250E+00   0.0000E+00  0.0000
   1.1250E+00   1.1750E+00   0.0000E+00  0.0000
   1.1750E+00   1.2250E+00   0.0000E+00  0.0000
   1.2250E+00   1.2750E+00   0.0000E+00  0.0000
   1.2750E+00   1.3250E+00   0.0000E+00  0.0000
   1.3250E+00   1.3750E+00   0.0000E+00  0.0000
   1.3750E+00   1.4250E+00   0.0000E+00  0.0000
   1.4250E+00   1.4750E+00   0.0000E+00  0.0000
   1.4750E+00   1.5250E+00   0.0000E+00  0.0000
   1.5250E+00   1.5750E+00   0.0000E+00  0.0000
   1.5750E+00   1.6250E+00   0.0000E+00  0.0000
   1.6250E+00   1.6750E+00   0.0000E+00  0.0000
   1.6750E+00   1.7250E+00   0.0000E+00  0.0000
   1.7250E+00   1.7750E+00   0.0000E+00  0.0000
   1.7750E+00   1.8250E+00   0.0000E+00  0.0000
   1.8250E+00   1.8750E+00   0.0000E+00  0.0000
   1.8750E+00   1.9250E+00   0.0000E+00  0.0000
   1.9250E+00   1.9750E+00   0.0000E+00  0.0000
   1.9750E+00   2.0250E+00   0.0000E+00  0.0000
   2.0250E+00   2.0750E+00   0.0000E+00  0.0000
   2.0750E+00   2.1250E+00   0.0000E+00  0.0000
   2.1250E+00   2.1750E+00   0.0000E+00  0.0000
   2.1750E+00   2.2250E+00   0.0000E+00  0.0000
   2.2250E+00   2.2750E+00   0.0000E+00  0.0000
   2.2750E+00   2.3250E+00   0.0000E+00  0.0000
   2.3250E+00   2.3750E+00   0.0000E+00  0.0000
   2.3750E+00   2.4250E+00   0.0000E+00  0.0000
   2.4250E+00   2.4750E+00   0.0000E+00  0.0000
   2.4750E+00   2.5250E+00   0.0000E+00  0.0000
   2.5250E+00   2.5750E+00   0.0000E+00  0.0000
   2.5750E+00   2.6250E+00   0.0000E+00  0.0000
   2.6250E+00   2.6750E+00   0.0000E+00  0.0000
   2.6750E+00   2.7250E+00   0.0000E+00  0.0000
   2.7250E+00   2.7750E+00   0.0000E+00  0.0000
   2.7750E+00   2.8250E+00   0.0000E+00  0.0000
   2.8250E+00   2.8750E+00   0.0000E+00  0.0000
   2.8750E+00   2.9250E+00   0.0000E+00  0.0000
   2.9250E+00   2.9750E+00   0.0000E+00  0.0000
   2.9750E+00   3.0250E+00   0.0000E+00  0.0000
   3.0250E+00   3.1500E+00   0.0000E+00  0.0000
   3.1500E+00   3.2500E+00   0.0000E+00  0.0000
   3.2500E+00   3.3500E+00   0.0000E+00  0.0000
   3.3500E+00   3.4500E+00   0.0000E+00  0.0000
   3.4500E+00   3.5500E+00   0.0000E+00  0.0000
   3.5500E+00   3.6500E+00   0.0000E+00  0.0000
   3.6500E+00   3.7500E+00   0.0000E+00  0.0000
   3.7500E+00   3.8500E+00   0.0000E+00  0.0000
   3.8500E+00   3.9500E+00   0.0000E+00  0.0000
   3.9500E+00   4.0500E+00   0.0000E+00  0.0000
   4.0500E+00   4.1500E+00   0.0000E+00  0.0000
   4.1500E+00   4.2500E+00   0.0000E+00  0.0000
   4.2500E+00   4.3500E+00   0.0000E+00  0.0000
   4.3500E+00   4.4500E+00   0.0000E+00  0.0000
   4.4500E+00   4.5500E+00   0.0000E+00  0.0000
   4.5500E+00   4.6500E+00   0.0000E+00  0.0000
   4.6500E+00   4.7500E+00   0.0000E+00  0.0000
   4.7500E+00   4.8500E+00   0.0000E+00  0.0000
   4.8500E+00   4.9500E+00   0.0000E+00  0.0000
   4.9500E+00   5.0500E+00   0.0000E+00  0.0000
   5.0500E+00   5.1500E+00   0.0000E+00  0.0000
   5.1500E+00   5.2500E+00   0.0000E+00  0.0000
   5.2500E+00   5.3500E+00   0.0000E+00  0.0000
   5.3500E+00   5.4500E+00   0.0000E+00  0.0000
   5.4500E+00   5.5500E+00   0.0000E+00  0.0000
   5.5500E+00   5.6500E+00   0.0000E+00  0.0000
   5.6500E+00   5.7500E+00   0.0000E+00  0.0000
   5.7500E+00   5.8500E+00   0.0000E+00  0.0000
   5.8500E+00   5.9500E+00   0.0000E+00  0.0000
   5.9500E+00   6.0500E+00   0.0000E+00  0.0000
   6.0500E+00   6.3000E+00   0.0000E+00  0.0000
   6.3000E+00   6.5000E+00   0.0000E+00  0.0000
   6.5000E+00   6.7000E+00   0.0000E+00  0.0000
   6.7000E+00   6.9000E+00   0.0000E+00  0.0000
   6.9000E+00   7.1000E+00   0.0000E+00  0.0000
   7.1000E+00   7.3000E+00   0.0000E+00  0.0000
   7.3000E+00   7.5000E+00   0.0000E+00  0.0000
   7.5000E+00   7.7000E+00   0.0000E+00  0.0000
   7.7000E+00   7.9000E+00   0.0000E+00  0.0000
   7.9000E+00   8.1000E+00   0.0000E+00  0.0000
   8.1000E+00   8.3000E+00   0.0000E+00  0.0000
   8.3000E+00   8.5000E+00   0.0000E+00  0.0000
   8.5000E+00   8.7000E+00   0.0000E+00  0.0000
   8.7000E+00   8.9000E+00   0.0000E+00  0.0000
   8.9000E+00   9.1000E+00   0.0000E+00  0.0000
   9.1000E+00   9.3000E+00   0.0000E+00  0.0000
   9.3000E+00   9.5000E+00   0.0000E+00  0.0000
   9.5000E+00   9.7000E+00   0.0000E+00  0.0000
   9.7000E+00   9.9000E+00   0.0000E+00  0.0000
   9.9000E+00   1.0250E+01   0.0000E+00  0.0000
   1.0250E+01   1.0750E+01   0.0000E+00  0.0000
   1.0750E+01   1.1250E+01   0.0000E+00  0.0000
   1.1250E+01   1.1750E+01   0.0000E+00  0.0000
   1.1750E+01   1.2250E+01   0.0000E+00  0.0000
   1.2250E+01   1.2750E+01   0.0000E+00  0.0000
   1.2750E+01   1.3250E+01   0.0000E+00  0.0000
   1.3250E+01   1.3750E+01   0.0000E+00  0.0000
   1.3750E+01   1.4250E+01   0.0000E+00  0.0000
   1.4250E+01   1.4750E+01   0.0000E+00  0.0000
   1.4750E+01   1.5250E+01   0.0000E+00  0.0000
   1.5250E+01   1.5750E+01   0.0000E+00  0.0000
   1.5750E+01   1.6250E+01   0.0000E+00  0.0000
   1.6250E+01   1.6750E+01   0.0000E+00  0.0000
   1.6750E+01   1.7250E+01   0.0000E+00  0.0000
   1.7250E+01   1.7750E+01   0.0000E+00  0.0000
   1.7750E+01   1.8250E+01   0.0000E+00  0.0000
   1.8250E+01   1.8750E+01   0.0000E+00  0.0000
   1.8750E+01   1.9250E+01   0.0000E+00  0.0000
   1.9250E+01   1.9750E+01   0.0000E+00  0.0000
   1.9750E+01   2.2500E+01   0.0000E+00  0.0000

#   sum over                 1.1173E-04

'no. = 58,  reg  =   8001'
msuc: {\huge Fluence in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
wt: s(0.7)
\vspace{-3}
   vol  &=&   5.0859E-01 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. = 59   reg =   8002

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   1.2901E-11  1.0000
   1.0500E-02   1.1500E-02   3.1577E-10  0.5805
   1.1500E-02   1.2500E-02   3.7788E-10  0.5790
   1.2500E-02   1.3500E-02   4.2567E-10  0.8492
   1.3500E-02   1.4500E-02   4.2906E-10  0.7864
   1.4500E-02   1.5500E-02   1.5471E-09  0.4799
   1.5500E-02   1.6500E-02   3.5670E-10  0.7626
   1.6500E-02   1.7500E-02   1.2008E-09  0.7203
   1.7500E-02   1.8500E-02   2.2512E-09  0.6647
   1.8500E-02   1.9500E-02   4.2527E-09  0.5176
   1.9500E-02   2.0500E-02   6.7625E-10  0.9405
   2.0500E-02   2.1500E-02   5.6402E-09  0.3727
   2.1500E-02   2.2500E-02   2.8937E-09  0.4958
   2.2500E-02   2.3500E-02   5.8418E-09  0.4144
   2.3500E-02   2.4500E-02   4.0735E-09  0.4616
   2.4500E-02   2.5500E-02   1.1185E-08  0.3481
   2.5500E-02   2.6500E-02   1.1039E-08  0.3022
   2.6500E-02   2.7500E-02   9.0922E-09  0.2817
   2.7500E-02   2.8500E-02   1.1636E-08  0.2550
   2.8500E-02   2.9500E-02   1.2895E-08  0.2550
   2.9500E-02   3.0500E-02   2.1910E-08  0.2062
   3.0500E-02   3.1500E-02   2.7647E-08  0.1956
   3.1500E-02   3.2500E-02   3.7011E-08  0.1727
   3.2500E-02   3.3500E-02   2.9237E-08  0.1700
   3.3500E-02   3.4500E-02   5.5194E-08  0.1451
   3.4500E-02   3.5500E-02   5.7695E-08  0.1392
   3.5500E-02   3.6500E-02   7.7222E-08  0.1304
   3.6500E-02   3.7500E-02   6.2865E-08  0.1325
   3.7500E-02   3.8500E-02   7.2250E-08  0.1207
   3.8500E-02   3.9500E-02   7.6976E-08  0.1106
   3.9500E-02   4.0500E-02   8.2909E-08  0.1006
   4.0500E-02   4.1500E-02   9.7256E-08  0.1031
   4.1500E-02   4.2500E-02   1.1140E-07  0.0974
   4.2500E-02   4.3500E-02   1.1487E-07  0.0944
   4.3500E-02   4.4500E-02   1.0868E-07  0.0995
   4.4500E-02   4.5500E-02   1.2448E-07  0.0956
   4.5500E-02   4.6500E-02   1.3497E-07  0.0903
   4.6500E-02   4.7500E-02   1.3786E-07  0.0917
   4.7500E-02   4.8500E-02   1.4932E-07  0.0905
   4.8500E-02   4.9500E-02   1.2901E-07  0.0902
   4.9500E-02   5.0500E-02   1.6759E-07  0.0843
   5.0500E-02   5.1500E-02   1.3384E-07  0.0961
   5.1500E-02   5.2500E-02   1.5038E-07  0.0827
   5.2500E-02   5.3500E-02   1.4722E-07  0.0827
   5.3500E-02   5.4500E-02   1.6356E-07  0.0841
   5.4500E-02   5.5500E-02   1.5933E-07  0.0823
   5.5500E-02   5.6500E-02   1.8372E-07  0.0794
   5.6500E-02   5.7500E-02   1.8598E-07  0.0803
   5.7500E-02   5.8500E-02   1.7361E-07  0.0762
   5.8500E-02   5.9500E-02   1.9506E-07  0.0782
   5.9500E-02   6.0500E-02   1.6484E-07  0.0830
   6.0500E-02   6.1500E-02   1.9810E-07  0.0733
   6.1500E-02   6.2500E-02   1.8087E-07  0.0804
   6.2500E-02   6.3500E-02   1.9324E-07  0.0733
   6.3500E-02   6.4500E-02   1.6875E-07  0.0785
   6.4500E-02   6.5500E-02   2.0358E-07  0.0798
   6.5500E-02   6.6500E-02   1.9520E-07  0.0746
   6.6500E-02   6.7500E-02   1.8169E-07  0.0734
   6.7500E-02   6.8500E-02   1.9976E-07  0.0810
   6.8500E-02   6.9500E-02   1.9803E-07  0.0795
   6.9500E-02   7.0500E-02   1.9890E-07  0.0783
   7.0500E-02   7.1500E-02   2.0230E-07  0.0734
   7.1500E-02   7.2500E-02   1.6557E-07  0.0806
   7.2500E-02   7.3500E-02   1.8449E-07  0.0799
   7.3500E-02   7.4500E-02   2.2370E-07  0.0709
   7.4500E-02   7.5500E-02   1.7739E-07  0.0812
   7.5500E-02   7.6500E-02   1.6433E-07  0.0775
   7.6500E-02   7.7500E-02   2.0522E-07  0.0816
   7.7500E-02   7.8500E-02   1.8472E-07  0.0779
   7.8500E-02   7.9500E-02   1.8054E-07  0.0763
   7.9500E-02   8.0500E-02   1.7948E-07  0.0825
   8.0500E-02   8.1500E-02   1.7374E-07  0.0807
   8.1500E-02   8.2500E-02   1.9848E-07  0.0749
   8.2500E-02   8.3500E-02   1.8173E-07  0.0760
   8.3500E-02   8.4500E-02   1.6324E-07  0.0831
   8.4500E-02   8.5500E-02   1.8904E-07  0.0799
   8.5500E-02   8.6500E-02   1.7106E-07  0.0803
   8.6500E-02   8.7500E-02   1.7000E-07  0.0826
   8.7500E-02   8.8500E-02   1.6730E-07  0.0781
   8.8500E-02   8.9500E-02   1.7384E-07  0.0812
   8.9500E-02   9.0500E-02   1.6897E-07  0.0798
   9.0500E-02   9.1500E-02   1.8744E-07  0.0787
   9.1500E-02   9.2500E-02   1.8658E-07  0.0828
   9.2500E-02   9.3500E-02   1.8067E-07  0.0767
   9.3500E-02   9.4500E-02   2.0773E-07  0.0778
   9.4500E-02   9.5500E-02   1.7327E-07  0.0829
   9.5500E-02   9.6500E-02   1.7481E-07  0.0850
   9.6500E-02   9.7500E-02   1.8045E-07  0.0780
   9.7500E-02   9.8500E-02   1.9566E-07  0.0772
   9.8500E-02   9.9500E-02   1.8047E-07  0.0812
   9.9500E-02   1.0050E-01   1.6591E-07  0.0803
   1.0050E-01   1.0150E-01   1.7167E-07  0.0789
   1.0150E-01   1.0250E-01   1.5319E-07  0.0842
   1.0250E-01   1.0350E-01   1.6162E-07  0.0841
   1.0350E-01   1.0450E-01   1.5464E-07  0.0813
   1.0450E-01   1.0550E-01   1.7723E-07  0.0826
   1.0550E-01   1.0650E-01   1.6995E-07  0.0842
   1.0650E-01   1.0750E-01   1.7877E-07  0.0801
   1.0750E-01   1.0850E-01   1.7462E-07  0.0831
   1.0850E-01   1.0950E-01   1.6708E-07  0.0838
   1.0950E-01   1.1050E-01   1.7705E-07  0.0872
   1.1050E-01   1.1150E-01   1.4416E-07  0.0918
   1.1150E-01   1.1250E-01   1.6898E-07  0.0825
   1.1250E-01   1.1350E-01   1.7805E-07  0.0817
   1.1350E-01   1.1450E-01   1.7154E-07  0.0822
   1.1450E-01   1.1550E-01   1.5500E-07  0.0903
   1.1550E-01   1.1650E-01   1.5292E-07  0.0838
   1.1650E-01   1.1750E-01   1.4323E-07  0.0895
   1.1750E-01   1.1850E-01   1.4378E-07  0.0886
   1.1850E-01   1.1950E-01   1.7592E-07  0.0880
   1.1950E-01   1.2050E-01   1.6550E-07  0.0800
   1.2050E-01   1.2150E-01   1.6373E-07  0.0840
   1.2150E-01   1.2250E-01   1.4336E-07  0.0857
   1.2250E-01   1.2350E-01   1.5795E-07  0.0886
   1.2350E-01   1.2450E-01   1.6210E-07  0.0886
   1.2450E-01   1.2550E-01   1.6910E-07  0.0817
   1.2550E-01   1.2650E-01   1.7584E-07  0.0843
   1.2650E-01   1.2750E-01   1.6834E-07  0.0815
   1.2750E-01   1.2850E-01   1.5817E-07  0.0868
   1.2850E-01   1.2950E-01   1.6615E-07  0.0947
   1.2950E-01   1.3050E-01   1.4518E-07  0.0874
   1.3050E-01   1.3150E-01   1.8406E-07  0.0819
   1.3150E-01   1.3250E-01   1.6893E-07  0.0884
   1.3250E-01   1.3350E-01   1.5723E-07  0.0823
   1.3350E-01   1.3450E-01   1.4887E-07  0.0867
   1.3450E-01   1.3550E-01   1.7639E-07  0.0845
   1.3550E-01   1.3650E-01   1.5531E-07  0.0872
